ID,uniorg,interests,subject,grad_date,course_level,branch_name,age,gender,space_word,mtype,status,registration_date
773,University of St Andrews,,,,,St Andrews AstroSoc,0,male,,branch,150,01/01/2012
774,University of Surrey,,,,,Surrey EARS,0,male,,branch,150,01/01/2012
775,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
776,Aberystwyth University,,,,,Aberystwyth PhySoc,0,male,,branch,150,01/01/2012
777,Aberystwyth University,,,,,Aberystwyth PhySoc,0,male,,branch,150,01/01/2012
778,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
779,Open University,,,,,OUSEDS,0,male,,branch,150,01/01/2012
780,Cranfield University,,,,,Cranfield SEDS (CranSEDS),0,male,,branch,150,01/01/2012
781,University of Leicester,,,,,Leicester AstRoSoc,0,female,,branch,150,01/01/2012
782,Cranfield University,,,,,Cranfield SEDS (CranSEDS),0,male,,branch,150,01/01/2012
783,University of St Andrews,,,,,St Andrews AstroSoc,0,female,,branch,150,01/01/2012
784,University of Manchester,,,,,Manchester AeroSoc,0,male,,branch,150,01/01/2012
785,University of Manchester,,,,,Manchester AeroSoc,0,male,,branch,150,01/01/2012
786,University of Leicester,,,,,Leicester AstRoSoc,0,female,,branch,150,01/01/2012
787,Aberystwyth University,,,,,Aberystwyth PhySoc,0,female,,branch,150,01/01/2012
788,University of Leicester,,,,,Leicester AstRoSoc,0,male,,branch,150,01/01/2012
789,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
790,University of St Andrews,,,,,St Andrews AstroSoc,0,female,,branch,150,01/01/2012
791,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
792,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
793,University of Leicester,,,,,Leicester AstRoSoc,0,male,,branch,150,01/01/2012
794,Aberystwyth University,,,,,Aberystwyth PhySoc,0,male,,branch,150,01/01/2012
795,Aberystwyth University,,,,,Aberystwyth PhySoc,0,female,,branch,150,01/01/2012
796,Aberystwyth University,,,,,Aberystwyth PhySoc,0,male,,branch,150,01/01/2012
797,University of Manchester,,,,,Manchester AeroSoc,0,male,,branch,150,01/01/2012
798,University of Manchester,,,,,Manchester AeroSoc,0,male,,branch,150,01/01/2012
799,University of Manchester,,,,,Manchester AeroSoc,0,male,,branch,150,01/01/2012
800,University of Leicester,,,,,Leicester AstRoSoc,0,,,branch,150,01/01/2012
801,MSSL,,,,,MSSLSEDS,0,male,,branch,150,01/01/2012
802,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
803,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
804,University of Leicester,,,,,Leicester AstRoSoc,0,male,,branch,150,01/01/2012
805,University of Exeter,,,,,Exeter PhySoc,0,female,,branch,150,01/01/2012
806,University of Manchester,,,,,Manchester AeroSoc,0,male,,branch,150,01/01/2012
807,University of Manchester,,,,,Manchester AeroSoc,0,male,,branch,150,01/01/2012
808,Aberystwyth University,,,,,Aberystwyth PhySoc,0,male,,branch,150,01/01/2012
809,University of Manchester,,,,,Manchester AeroSoc,0,female,,branch,150,01/01/2012
810,University of Bristol,,,,,Bristol SEDS,0,,,branch,150,01/01/2012
811,University of Surrey,,,,,Surrey EARS,0,,,branch,150,01/01/2012
812,University of St Andrews,,,,,St Andrews AstroSoc,0,female,,branch,150,01/01/2012
813,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
814,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
815,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
816,University of Leicester,,,,,Leicester AstRoSoc,0,female,,branch,150,01/01/2012
817,University of St Andrews,,,,,St Andrews AstroSoc,0,female,,branch,150,01/01/2012
818,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
819,University of Exeter,,,,,Exeter PhySoc,0,female,,branch,150,01/01/2012
820,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
821,University of Surrey,,,,,Surrey EARS,0,male,,branch,150,01/01/2012
822,University of Manchester,,,,,Manchester AeroSoc,0,male,,branch,150,01/01/2012
823,University of Manchester,,,,,Manchester AeroSoc,0,,,branch,150,01/01/2012
824,University of Leicester,,,,,Leicester AstRoSoc,0,male,,branch,150,01/01/2012
825,University of St Andrews,,,,,St Andrews AstroSoc,0,female,,branch,150,01/01/2012
826,University of St Andrews,,,,,St Andrews AstroSoc,0,male,,branch,150,01/01/2012
827,Aberystwyth University,,,,,Aberystwyth PhySoc,0,male,,branch,150,01/01/2012
828,University of St Andrews,,,,,St Andrews AstroSoc,0,,,branch,150,01/01/2012
829,Aberystwyth University,,,,,Aberystwyth PhySoc,0,male,,branch,150,01/01/2012
830,University of Exeter,,,,,Exeter PhySoc,0,female,,branch,150,01/01/2012
831,Cranfield University,,,,,Cranfield SEDS (CranSEDS),0,,,branch,150,01/01/2012
832,University of Surrey,,,,,Surrey EARS,0,,,branch,150,01/01/2012
833,University of Leicester,,,,,Leicester AstRoSoc,0,male,,branch,150,01/01/2012
834,Aberystwyth University,,,,,Aberystwyth PhySoc,0,female,,branch,150,01/01/2012
835,Aberystwyth University,,,,,Aberystwyth PhySoc,0,female,,branch,150,01/01/2012
836,Aberystwyth University,,,,,Aberystwyth PhySoc,0,female,,branch,150,01/01/2012
837,Aberystwyth University,,,,,Aberystwyth PhySoc,0,female,,branch,150,01/01/2012
838,University of St Andrews,,,,,St Andrews AstroSoc,0,male,,branch,150,01/01/2012
839,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
840,University of Manchester,,,,,Manchester AeroSoc,0,male,,branch,150,01/01/2012
841,University of Manchester,,,,,Manchester AeroSoc,0,male,,branch,150,01/01/2012
842,Aberystwyth University,,,,,Aberystwyth PhySoc,0,male,,branch,150,01/01/2012
843,University of Manchester,,,,,Manchester AeroSoc,0,,,branch,150,01/01/2012
844,Salford University,,,,,Salford University Engineers' Union,0,,,branch,150,01/01/2012
845,University of St Andrews,,,,,St Andrews AstroSoc,0,male,,branch,150,01/01/2012
846,Aberystwyth University,,,,,Aberystwyth PhySoc,0,male,,branch,150,01/01/2012
847,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
848,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
849,University of Manchester,,,,,Manchester AeroSoc,0,male,,branch,150,01/01/2012
850,University of the West of England,,,,,UWESEDS,0,male,,branch,150,01/01/2012
851,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
852,University of Sheffield,,,,,Sheffield SEDS (ShefSEDS),0,female,,branch,150,01/01/2012
853,University of Bristol,,,,,Bristol SEDS,0,male,,branch,150,01/01/2012
854,University of Exeter,,,,,Exeter PhySoc,0,female,,branch,150,01/01/2012
855,University of Edinburgh,,,,,Edinburgh AstroSoc,0,,,branch,150,01/01/2012
856,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
857,Aberystwyth University,,,,,Aberystwyth PhySoc,0,female,,branch,150,01/01/2012
858,Aberystwyth University,,,,,Aberystwyth PhySoc,0,male,,branch,150,01/01/2012
859,University of Leicester,,,,,Leicester AstRoSoc,0,female,,branch,150,01/01/2012
860,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
861,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
862,University of Manchester,,,,,Manchester AeroSoc,0,male,,branch,150,01/01/2012
863,University of Bristol,,,,,Bristol SEDS,0,,,branch,150,01/01/2012
864,"Queen Mary, University of London",,,,,Queen Mary PsiStar Society,0,female,,branch,150,01/01/2012
865,University of Manchester,,,,,Manchester AeroSoc,0,male,,branch,150,01/01/2012
866,University of Manchester,,,,,Manchester AeroSoc,0,,,branch,150,01/01/2012
867,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
868,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
869,University of St Andrews,,,,,St Andrews AstroSoc,0,female,,branch,150,01/01/2012
870,University of Leicester,,,,,Leicester AstRoSoc,0,male,,branch,150,01/01/2012
871,University of St Andrews,,,,,St Andrews AstroSoc,0,female,,branch,150,01/01/2012
872,University of Leicester,,,,,Leicester AstRoSoc,0,male,,branch,150,01/01/2012
873,University of St Andrews,,,,,St Andrews AstroSoc,0,female,,branch,150,01/01/2012
874,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
875,University of Leicester,,,,,Leicester AstRoSoc,0,female,,branch,150,01/01/2012
876,University of St Andrews,,,,,St Andrews AstroSoc,0,male,,branch,150,01/01/2012
877,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
878,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
879,Aberystwyth University,,,,,Aberystwyth PhySoc,0,male,,branch,150,01/01/2012
880,University of Leicester,,,,,Leicester AstRoSoc,0,male,,branch,150,01/01/2012
881,University of Leicester,,,,,Leicester AstRoSoc,0,male,,branch,150,01/01/2012
882,University of Leicester,,,,,Leicester AstRoSoc,0,female,,branch,150,01/01/2012
883,Aberystwyth University,,,,,Aberystwyth PhySoc,0,male,,branch,150,01/01/2012
884,University of Central Lancashire,,,,,,0,male,,branch,150,01/01/2012
885,University of Surrey,,,,,Surrey EARS,0,female,,branch,150,01/01/2012
886,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
887,University of Leicester,,,,,Leicester AstRoSoc,0,male,,branch,150,01/01/2012
888,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
889,University of Exeter,,,,,Exeter PhySoc,0,female,,branch,150,01/01/2012
890,University of St Andrews,,,,,St Andrews AstroSoc,0,female,,branch,150,01/01/2012
891,University of Exeter,,,,,Exeter PhySoc,0,female,,branch,150,01/01/2012
892,University of Bristol,,,,,Bristol SEDS,0,male,,branch,150,01/01/2012
893,University of Leicester,,,,,Leicester AstRoSoc,0,male,,branch,150,01/01/2012
894,University of Manchester,,,,,Manchester AeroSoc,0,male,,branch,150,01/01/2012
895,Aberystwyth University,,,,,Aberystwyth PhySoc,0,male,,branch,150,01/01/2012
896,University of Manchester,,,,,Manchester AeroSoc,0,female,,branch,150,01/01/2012
897,Aberystwyth University,,,,,Aberystwyth PhySoc,0,male,,branch,150,01/01/2012
898,University of Manchester,,,,,Manchester AeroSoc,0,male,,branch,150,01/01/2012
899,Aberystwyth University,,,,,Aberystwyth PhySoc,0,female,,branch,150,01/01/2012
900,University of Leicester,,,,,Leicester AstRoSoc,0,female,,branch,150,01/01/2012
901,University of Exeter,,,,,Exeter PhySoc,0,female,,branch,150,01/01/2012
902,University of Manchester,,,,,Manchester AeroSoc,0,male,,branch,150,01/01/2012
903,University of Surrey,,,,,Surrey EARS,0,male,,branch,150,01/01/2012
904,University of St Andrews,,,,,St Andrews AstroSoc,0,male,,branch,150,01/01/2012
905,University of Leicester,,,,,Leicester AstRoSoc,0,male,,branch,150,01/01/2012
906,University of St Andrews,,,,,St Andrews AstroSoc,0,male,,branch,150,01/01/2012
907,University of St Andrews,,,,,St Andrews AstroSoc,0,female,,branch,150,01/01/2012
908,University of St Andrews,,,,,St Andrews AstroSoc,0,female,,branch,150,01/01/2012
909,University of St Andrews,,,,,St Andrews AstroSoc,0,female,,branch,150,01/01/2012
910,University of Manchester,,,,,Manchester AeroSoc,0,male,,branch,150,01/01/2012
911,University of Leicester,,,,,Leicester AstRoSoc,0,male,,branch,150,01/01/2012
912,University of Lancaster,,,,,Lancaster SEDS,0,male,,branch,150,01/01/2012
913,University of Surrey,,,,,Surrey EARS,0,,,branch,150,01/01/2012
914,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
915,Aberystwyth University,,,,,Aberystwyth PhySoc,0,male,,branch,150,01/01/2012
916,University of St Andrews,,,,,St Andrews AstroSoc,0,female,,branch,150,01/01/2012
917,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
918,University of Manchester,,,,,MANSEDS,0,,,branch,150,01/01/2012
919,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
920,University of St Andrews,,,,,St Andrews AstroSoc,0,,,branch,150,01/01/2012
921,University of Bristol,,,,,Bristol SEDS,0,male,,branch,150,01/01/2012
922,University of Bristol,,,,,Bristol SEDS,0,male,,branch,150,01/01/2012
923,University of Surrey,,,,,Surrey EARS,0,male,,branch,150,01/01/2012
924,University of Leicester,,,,,Leicester AstRoSoc,0,male,,branch,150,01/01/2012
925,University of Surrey,,,,,Surrey EARS,0,female,,branch,150,01/01/2012
926,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
927,University of Leicester,,,,,Leicester AstRoSoc,0,male,,branch,150,01/01/2012
928,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
929,University of Surrey,,,,,Surrey EARS,0,male,,branch,150,01/01/2012
930,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
931,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
932,University of St Andrews,,,,,St Andrews AstroSoc,0,male,,branch,150,01/01/2012
933,Open University,,,,,OUSEDS,0,female,,branch,150,01/01/2012
934,Aberystwyth University,,,,,Aberystwyth PhySoc,0,male,,branch,150,01/01/2012
935,University of Manchester,,,,,Manchester AeroSoc,0,male,,branch,150,01/01/2012
936,University of Bristol,,,,,Bristol SEDS,0,male,,branch,150,01/01/2012
937,University of Leicester,,,,,Leicester AstRoSoc,0,male,,branch,150,01/01/2012
938,Aberystwyth University,,,,,Aberystwyth PhySoc,0,male,,branch,150,01/01/2012
939,Aberystwyth University,,,,,Aberystwyth PhySoc,0,male,,branch,150,01/01/2012
940,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
941,Aberystwyth University,,,,,Aberystwyth PhySoc,0,male,,branch,150,01/01/2012
942,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
943,University of Exeter,,,,,Exeter PhySoc,0,female,,branch,150,01/01/2012
944,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
945,University of Manchester,,,,,Manchester AeroSoc,0,male,,branch,150,01/01/2012
946,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
947,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
948,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
949,University of Manchester,,,,,Manchester AeroSoc,0,male,,branch,150,01/01/2012
950,University of Manchester,,,,,Manchester AeroSoc,0,male,,branch,150,01/01/2012
951,Aberystwyth University,,,,,Aberystwyth PhySoc,0,female,,branch,150,01/01/2012
952,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
953,University of St Andrews,,,,,St Andrews AstroSoc,0,female,,branch,150,01/01/2012
954,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
955,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
956,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
957,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
958,University of St Andrews,,,,,St Andrews AstroSoc,0,male,,branch,150,01/01/2012
959,Aberystwyth University,,,,,Aberystwyth PhySoc,0,male,,branch,150,01/01/2012
960,University of St Andrews,,,,,St Andrews AstroSoc,0,female,,branch,150,01/01/2012
961,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
962,University of St Andrews,,,,,St Andrews AstroSoc,0,male,,branch,150,01/01/2012
963,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
964,Aberystwyth University,,,,,Aberystwyth PhySoc,0,male,,branch,150,01/01/2012
965,University of Manchester,,,,,Manchester AeroSoc,0,female,,branch,150,01/01/2012
966,Cranfield University,,,,,Cranfield SEDS (CranSEDS),0,male,,branch,150,01/01/2012
967,Aberystwyth University,,,,,Aberystwyth PhySoc,0,female,,branch,150,01/01/2012
968,University of St Andrews,,,,,St Andrews AstroSoc,0,female,,branch,150,01/01/2012
969,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
970,University of Exeter,,,,,Exeter PhySoc,0,,,branch,150,01/01/2012
971,University of St Andrews,,,,,St Andrews AstroSoc,0,,,branch,150,01/01/2012
972,University of St Andrews,,,,,St Andrews AstroSoc,0,female,,branch,150,01/01/2012
973,University of Bristol,,,,,Bristol SEDS,0,,,branch,150,01/01/2012
974,University of St Andrews,,,,,St Andrews AstroSoc,0,,,branch,150,01/01/2012
975,Aberystwyth University,,,,,Aberystwyth PhySoc,0,male,,branch,150,01/01/2012
976,University of Leicester,,,,,Leicester AstRoSoc,0,male,,branch,150,01/01/2012
977,University of Surrey,,,,,Surrey EARS,0,male,,branch,150,01/01/2012
978,University of Manchester,,,,,Manchester AeroSoc,0,male,,branch,150,01/01/2012
979,University of Manchester,,,,,Manchester AeroSoc,0,male,,branch,150,01/01/2012
980,University of Manchester,,,,,Manchester AeroSoc,0,male,,branch,150,01/01/2012
981,University of Southampton,,,,,Southampton SEDS (Euroavia SOSEDS),0,female,,branch,150,01/01/2012
982,Aberystwyth University,,,,,Aberystwyth PhySoc,0,male,,branch,150,01/01/2012
983,Aberystwyth University,,,,,Aberystwyth PhySoc,0,male,,branch,150,01/01/2012
984,University of St Andrews,,,,,St Andrews AstroSoc,0,male,,branch,150,01/01/2012
985,University of Bristol,,,,,Bristol SEDS,0,male,,branch,150,01/01/2012
986,Open University,,,,,OUSEDS,0,female,,branch,150,01/01/2012
987,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
988,University of Surrey,,,,,Surrey EARS,0,male,,branch,150,01/01/2012
989,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
990,University of Exeter,,,,,Exeter PhySoc,0,,,branch,150,01/01/2012
991,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
992,University of St Andrews,,,,,St Andrews AstroSoc,0,female,,branch,150,01/01/2012
993,University of Manchester,,,,,Manchester AeroSoc,0,,,branch,150,01/01/2012
994,Cranfield University,,,,,Cranfield SEDS (CranSEDS),0,female,,branch,150,01/01/2012
995,University of Bristol,,,,,Bristol SEDS,0,,,branch,150,01/01/2012
996,University of Manchester,,,,,Manchester AeroSoc,0,male,,branch,150,01/01/2012
997,University of St Andrews,,,,,St Andrews AstroSoc,0,female,,branch,150,01/01/2012
998,University of Manchester,,,,,Manchester AeroSoc,0,male,,branch,150,01/01/2012
999,Cranfield University,,,,,Cranfield SEDS (CranSEDS),0,male,,branch,150,01/01/2012
1000,University of Manchester,,,,,Manchester AeroSoc,0,female,,branch,150,01/01/2012
1001,University of Manchester,,,,,Manchester AeroSoc,0,male,,branch,150,01/01/2012
1002,Aberystwyth University,,,,,Aberystwyth PhySoc,0,female,,branch,150,01/01/2012
1003,University of Bristol,,,,,Bristol SEDS,0,,,branch,150,01/01/2012
1004,Tretos.Net,,,,,,0,male,,non-student,150,01/01/2012
1005,,,,,,,0,male,,non-student,150,01/01/2012
1006,,,,,,,0,male,,non-student,150,01/01/2012
1007,,,,,,,0,male,,non-student,150,01/01/2012
1008,,,,,,,0,male,,non-student,150,01/01/2012
1009,,,,,,,0,male,,non-student,150,01/01/2012
1010,Lady Eleanor Holles,,,,,,0,male,,non-student,150,01/01/2012
1011,,,,,,,0,male,,non-student,150,01/01/2012
1012,Swansea University,,,,,,0,male,,student,150,01/01/2012
1013,University of Bristol,,,,,,0,female,,student,150,01/01/2012
1014,Cranfield University,,,,,Cranfield SEDS (CranSEDS),0,male,,branch,150,01/01/2012
1015,,,,,,,0,male,,non-student,150,01/01/2012
1016,University of Sheffield,,,,,Sheffield SEDS (ShefSEDS),0,male,,branch,150,01/01/2012
1017,University College London,,,,,MSSLSEDS,0,female,,branch,150,01/01/2012
1018,University of Bristol,,,,,,0,female,,student,150,01/01/2012
1019,University of Bristol,,,,,Bristol SEDS,0,male,,branch,150,01/01/2012
1020,University of Leicester,,,,,Leicester AstRoSoc,0,male,,branch,150,01/01/2012
1021,Cranfield University,,,,,Cranfield SEDS (CranSEDS),0,male,,branch,150,01/01/2012
1022,Kingston University,,,,,Kingston University SEDS (KUSEDS),0,male,,branch,150,01/01/2012
1023,Open University,,,,,OUSEDS,0,male,,branch,150,01/01/2012
1024,University of Bristol,,,,,Bristol SEDS,0,male,,branch,150,01/01/2012
1025,Swansea University,,,,,,0,male,,student,150,01/01/2012
1026,University of Bristol,,,,,Bristol SEDS,0,female,,branch,150,01/01/2012
1027,TU Delft,,,,,DARE,0,male,,branch,150,01/01/2012
1028,Open University,,,,,,0,male,,student,150,01/01/2012
1029,Open University,,,,,OUSEDS,0,male,,branch,150,01/01/2012
1030,Cranfield University,,,,,Cranfield SEDS (CranSEDS),0,male,,branch,150,01/01/2012
1031,University of Bristol,,,,,Bristol SEDS,0,male,,branch,150,01/01/2012
1032,York Plasma Institute,,,,,,0,male,,non-student,150,01/01/2012
1033,Open University,,,,,,0,male,,student,150,01/01/2012
1034,ISU,,,,,,0,male,,student,150,01/01/2012
1035,University of Surrey,,,,,Surrey EARS,0,male,,branch,150,01/01/2012
1036,Astrium Ltd,,,,,,0,male,,non-student,150,01/01/2012
1037,Swansea University,,,,,,0,male,,student,150,01/01/2012
1038,University of Bristol,,,,,Bristol SEDS,0,male,,branch,150,01/01/2012
1039,University of Bristol,,,,,Bristol SEDS,0,male,,branch,150,01/01/2012
1040,University of Durham,,,,,,0,female,,student,150,01/01/2012
1041,Starscape Education & Public Outreach,,,,,,0,male,,non-student,150,01/01/2012
1042,TU Delft,,,,,DARE,0,male,,branch,150,01/01/2012
1043,University of Warwick,,,,,Warwick PhySoc,0,male,,branch,150,01/01/2012
1044,BIS,,,,,,0,male,,student,150,01/01/2012
1045,University of Birmingham,,,,,,0,male,,student,150,01/01/2012
1046,University of Bristol,,,,,Bristol SEDS,0,female,,branch,150,01/01/2012
1047,Cranfield University,,,,,Cranfield SEDS (CranSEDS),0,male,,branch,150,01/01/2012
1048,Cranfield University,,,,,,0,male,,student,150,01/01/2012
1049,University of Warwick,,,,,Warwick PhySoc,0,male,,branch,150,01/01/2012
1050,University of Exeter,,,,,Exeter PhySoc,0,male,,branch,150,01/01/2012
1051,SEA,,,,,,0,male,,non-student,150,01/01/2012
1052,University of Leicester,,,,,Leicester AstRoSoc,0,male,,branch,150,01/01/2012
1053,University of Sheffield,,,,,Sheffield SEDS (ShefSEDS),0,male,,branch,150,01/01/2012
1054,University of Bristol,,,,,Bristol SEDS,0,male,,branch,150,01/01/2012
1055,University of Exeter,,,,,Exeter PhySoc,0,female,,branch,150,01/01/2012
1056,University of Bristol,,,,,Bristol SEDS,0,male,,branch,150,01/01/2012
1057,TU Delft,,,,,EUROAVIA,0,male,,branch,150,01/01/2012
1058,University of Manchester,,,,,Manchester Aerosoc,0,male,,branch,150,01/01/2012
1059,University of Bristol,,,,,Bristol SEDS,0,male,,branch,150,01/01/2012
1060,UCT,,,,,,0,male,,non-student,150,01/01/2012
1061,Swansea University,,,,,,0,,,student,150,01/01/2012
1062,University of Kent,,,,,Kent SpaceSoc,0,female,,branch,150,01/01/2012
1063,University of Bristol,,,,,Bristol SEDS,0,male,,branch,150,01/01/2012
1064,University of the West of England,,,,,UWESEDS,0,male,,branch,150,01/01/2012
1065,University of Kent,,,,,,0,female,,student,150,01/01/2012
1066,University of Bristol,,,,,Bristol SEDS,0,male,,branch,150,01/01/2012
1067,Loughborough University,,,,,,0,male,,student,150,01/01/2012
1068,University of the West of England,,,,,UWESEDS,0,male,,branch,150,01/01/2012
1069,Cranfield University,,,,,Cranfield SEDS (CranSEDS),0,male,,branch,150,01/01/2012
1070,TU Delft,,,,,DARE,0,male,,branch,150,01/01/2012
1071,University of Manchester,,,,,Manchester Aerosoc,0,male,,branch,150,01/01/2012
1072,Swansea University,,,,,,0,,,student,150,01/01/2012
1073,University of Bucharest Politehnica,,,,,EUROAVIA,0,female,,branch,150,01/01/2012
1074,University College London,,,,,UKSEDS,0,female,,branch,150,01/01/2012
1075,Liverpool Blue Coat School Sixth Form,,,,,,0,male,,student,150,01/01/2012
1076,University College London,,,,,UCL MechEngSoc,0,male,,branch,150,01/01/2012
1077,Loughborough University,,,,,,0,male,,student,150,01/01/2012
1078,University of Bristol,,,,,Bristol SEDS,0,male,,branch,150,01/01/2012
1079,University of Surrey,,,,,Surrey EARS,0,male,,branch,150,01/01/2012
1080,University of Kent,,,,,Kent SpaceSoc,0,male,,branch,150,01/01/2012
1081,TU Delft,,,,,EUROAVIA,0,male,,branch,150,01/01/2012
1082,Swansea University,,,,,,0,male,,student,150,01/01/2012
1083,Cranfield University,,,,,Cranfield SEDS (CranSEDS),0,female,,branch,150,01/01/2012
1084,Cranfield University,,,,,Cranfield SEDS (CranSEDS),0,male,,branch,150,01/01/2012
1085,University of Manchester,,,,,Manchester AeroSoc,0,male,,branch,150,01/01/2012
1086,University of Cambridge,,,,,,0,male,,student,150,01/01/2012
1087,University of the West of England,,,,,UWESEDS,0,male,,branch,150,01/01/2012
1088,University of Bristol,,,,,Bristol SEDS,0,male,,branch,150,01/01/2012
1089,University of Warwick,,,,,Warwick PhySoc,0,male,,branch,150,01/01/2012
1090,"Università degli Studi Federico II, Napoli, Italy",,,,,EUROAVIA,0,male,,branch,150,01/01/2012
1091,TU Delft,,,,,EUROAVIA,0,male,,branch,150,01/01/2012
1092,University of Bristol,,,,,,0,male,,student,150,01/01/2012
1093,TU Delft,,,,,DARE,0,male,,branch,150,01/01/2012
1094,University of Sheffield,,,,,Sheffield SEDS (ShefSEDS),0,male,,branch,150,01/01/2012
1095,University of Manchester,,,,,Manchester AeroSoc,0,male,,branch,150,01/01/2012
1096,University of Kent,,,,,Kent SpaceSoc,0,male,,branch,150,01/01/2012
1097,Purdue University,,,,,SEDS-USA,0,male,,branch,150,01/01/2012
1098,University of Edinburgh,,,,,,0,male,,student,150,01/01/2012
1099,AMEC,,,,,,0,male,,non-student,150,01/01/2012
1100,Swansea University,,,,,,0,male,,student,150,01/01/2012
1101,University of Kent,,,,,Kent SpaceSoc,0,female,,branch,150,01/01/2012
1102,Cranfield University,,,,,Cranfield SEDS (CranSEDS),0,male,,branch,150,01/01/2012
1103,University of Leicester,,,,,Leicester AstRoSoc,0,female,,branch,150,01/01/2012
1104,University of Bristol,,,,,Bristol SEDS,0,male,,branch,150,01/01/2012
1105,University College London,,,,,UCL MechEngSoc,0,male,,branch,150,01/01/2012
1106,University of Bristol,,,,,Bristol SEDS,0,male,,branch,150,01/01/2012
1107,,,,,,,0,male,,non-student,150,01/01/2012
1108,University of Sheffield,,,,,Sheffield SEDS (ShefSEDS),0,male,,branch,150,01/01/2012
1109,University of Southampton,,,,,,0,female,,student,150,01/01/2012
1110,TU Delft,,,,,DARE,0,male,,branch,150,01/01/2012
1111,University College London,,,,,,0,female,,student,150,01/01/2012
1112,The Castle School Sixth Form Centre,,,,,,0,female,,student,150,01/01/2012
1113,BIS,,,,,,0,male,,non-student,150,01/01/2012
1114,University of Southampton,,,,,Southampton SEDS (Euroavia SOSEDS),0,,,branch,150,01/01/2012
1115,TU Delft,,,,,EUROAVIA,0,male,,branch,150,01/01/2012
1116,University of Bristol,,,,,Bristol SEDS,0,male,,branch,150,01/01/2012
1117,Bristol Grammar school,,,,,,0,male,,student,150,01/01/2012
1118,Heriot-Watt University,,,,,,0,male,,student,150,01/01/2012
1119,University of Strathclyde,,,,,Strathclyde SEDS (StrathSEDS),0,male,,branch,150,01/01/2012
