ID,uniorg,interests,subject,grad_date,course_level,branch_name,age,gender,space_word,mtype,status,registration_date
1120,University of Kent,,,,,Kent SpaceSoc,0,male,,branch,150,01/01/2012
1121,University of Warwick,,,,,Warwick PhySoc,0,male,,branch,150,01/01/2012
1122,,,,,,,0,male,,non-student,150,01/01/2012
1123,University of the West of England,,,,,UWESEDS,0,male,,branch,150,01/01/2012
1124,TU Delft,,,,,DARE,0,male,,branch,150,01/01/2012
1125,University of Bristol,,,,,,0,female,,student,150,01/01/2012
1126,Cranfield University,,,,,Cranfield SEDS (CranSEDS),0,male,,branch,150,01/01/2012
1127,University of Birmingham,,,,,,0,male,,student,150,01/01/2012
1128,Liverpool John Moores University,,,,,,0,female,,student,150,01/01/2012
1129,University of Bristol,,,,,Bristol SEDS,0,male,,branch,150,01/01/2012
1130,Open University,,,,,OUSEDS,0,female,,branch,150,01/01/2012
1131,University of Glasgow,,,,,,0,male,,student,150,01/01/2012
1132,University of Exeter,,,,,Exeter PhySoc,0,female,,branch,150,01/01/2012
1133,University of Southampton,,,,,Southampton SEDS (Euroavia SOSEDS),0,male,,branch,150,01/01/2012
1134,,,,,,,0,male,,non-student,150,01/01/2012
1135,Universita' degli Studi di Padova,,,,,,0,male,,student,150,01/01/2012
1136,University of Bristol,,,,,Bristol SEDS,0,female,,branch,150,01/01/2012
1137,Open University,,,,,CYSEDS,0,,,branch,150,01/01/2012
1138,University of Edinburgh,,,,,,0,female,,student,150,01/01/2012
1139,Bournemouth University,,,,,,0,,,student,150,01/01/2012
1140,U3A,,,,,,0,male,,non-student,150,01/01/2012
1141,TU Delft,,,,,DARE,0,male,,branch,150,01/01/2012
1142,University of Warwick,,,,,Warwick PhySoc,0,,,branch,150,01/01/2012
1143,"Queen Mary, University of London",,,,,,0,male,,student,150,01/01/2012
1144,University of Surrey,,,,,Surrey EARS,0,male,,branch,150,01/01/2012
1145,University College London,,,,,,0,male,,student,150,01/01/2012
1146,University College London,,,,,UCL MechEngSoc,0,male,,branch,150,01/01/2012
1147,Bournemouth University,,,,,,0,male,,student,150,01/01/2012
1148,University College London,,,,,MSSLSEDS,0,male,,branch,150,01/01/2012
1149,University of Kent,,,,,Kent SpaceSoc,0,male,,branch,150,01/01/2012
1150,University of the West of England,,,,,,0,male,,student,150,01/01/2012
1151,,,,,,,0,male,,non-student,150,01/01/2012
1152,Cranfield University,,,,,Cranfield SEDS (CranSEDS),0,female,,branch,150,01/01/2012
1153,University of Manchester,,,,,,0,male,,student,150,01/01/2012
1154,Commercial Space Technologies,,,,,,0,male,,non-student,150,01/01/2012
1155,University of Surrey,,,,,Surrey EARS,0,male,,branch,150,01/01/2012
1156,University of Birmingham,,,,,,0,male,,student,150,01/01/2012
1157,Kingston University,,,,,Kingston University SEDS (KUSEDS),0,male,,branch,150,01/01/2012
1158,University of Bristol,,,,,Bristol SEDS,0,male,,branch,150,01/01/2012
1159,University of Sheffield,,,,,Sheffield SEDS (ShefSEDS),0,male,,branch,150,01/01/2012
1160,University of Southampton,,,,,Southampton SEDS (Euroavia SOSEDS),0,female,,branch,150,01/01/2012
1161,,,,,,,0,male,,student,150,01/01/2012
1162,South Essex College,,,,,,0,male,,student,150,01/01/2012
1163,,,,,,,0,female,,student,150,01/01/2012
1164,,,,,,,0,male,,student,150,01/01/2012
1165,,,,,,,0,male,,student,150,01/01/2012
1166,Geodesy and Geoinformatics Engineering,,,,,,0,male,,student,150,01/01/2012
1167,,,,,,,0,male,,student,150,01/01/2012
1168,Aquinas College,,,,,,0,female,,student,150,01/01/2012
1169,Kingston University,,,,,Kingston University SEDS (KUSEDS),0,male,,student,150,01/01/2012
1170,,,,,,,0,male,,student,150,01/01/2012
1171,Coleg Gwent,,,,,,0,male,,student,150,01/01/2012
1172,,,,,,,0,male,,student,150,01/01/2012
1173,,,,,,,0,female,,student,150,01/01/2012
1174,University of the West of England,,,,,Bristol SEDS,0,male,,student,150,01/01/2012
1175,King's College London,,,,,King's College Maxwell Society,0,,,student,150,01/01/2012
1176,University of the West of England,careers;jobs;skills,Aerospace Design Engineering,2017,undergrad,,0,male,nebula,Member,150,01/01/2012
1177,Aberystwyth University,,,,,,0,male,,branch,150,01/01/2012
1178,British Interplanetary Society,,,,,,0,male,,non-student,150,01/01/2012
1179,Queen Mary University,,,,,,0,male,,branch,150,01/01/2012
1180,Plymouth University,,,,,,0,female,,non-student,150,01/01/2012
1181,Univeristy of Bristol,,,,,Bristol SEDS (UBSEDS),0,male,,branch,150,01/01/2012
1182,"StrathSEDS, Strathclyde",careers;jobs;skills,Electrical and Mechanical Engineering,2019,undergrad,Strathclyde SEDS (StrathSEDS),0,male,star,Member,150,01/01/2012
1183,University of Bristol,,,,,,0,male,,branch,150,01/01/2012
1184,University of Bristol,,,,,#REF!,0,male,,branch,150,01/01/2012
1185,University of Hertfordshire,,,,,Hertfordshire PhySoc,0,female,,branch,150,01/01/2012
1186,University of Bristol,careers;jobs;skills;volunteer;mentor,Aerospace Engineering,2018,undergrad,Bristol SEDS,0,male,Orbit,Member,150,01/01/2012
1187,University of Southampton,careers;jobs;skills;volunteer,Aerospace Engineering,2020,undergrad,Southampton University Spaceflight Society (SUSF),0,male,RUD,Member,150,01/01/2012
1188,University of Southampton,careers;jobs;skills;volunteer,Mechanical Engineering (Aerospace),2018,undergrad,,0,,Supernova,Member,150,01/01/2012
1189,University of Glasgow,careers;jobs;skills;volunteer,Aeronautical Engineering,2020,undergrad,Glasgow University SEDS (GUSEDS),0,male,Interstellar,Member,150,01/01/2012
1190,Northumbria University,careers;jobs;skills;volunteer;mentor,Post Spaceflight rehabilitation,2019,phd,,0,female,Aurora,Member,150,01/01/2012
1191,Lancaster University,careers;jobs;skills,Physics,2019,undergrad,Leicester AstRoSoc,0,male,Syzygy,Member,150,01/01/2012
1192,Testerton University,careers,,,default,TESTSEDS,22,male,Test Pilot,Student,200,01/01/2012
1193,Cranfield University,careers;jobs;skills,MSc Astronautics and Space Engineering,2017,masters,Cranfield SEDS (CranSEDS),0,male,Shuttle,Member,150,01/01/2012
1194,Lancaster university,careers;jobs;skills;volunteer,Physics,2018,undergrad,Lancaster University Physics society (LUPhys),0,male,Nebula,Member,150,01/01/2012
1195,University of Lancaster,careers;jobs;skills;volunteer,Physics,2020,undergrad,Lancaster University Physics society (LUPhys),0,female,Supernova,Member,150,01/01/2012
1196,University of Glasgow,careers;jobs;skills;volunteer,Aeronautical Engineering,2021,undergrad,Glasgow University SEDS (GUSEDS),0,male,Rosetta,Member,150,01/01/2012
1197,King\'s College London,careers;jobs;skills;volunteer,Law,2019,undergrad,,0,female,equinox,Member,150,01/01/2012
1198,Lancaster University,careers;jobs;skills,Physics with Astrophysics and Cosmology,2020,undergrad,,0,male,Neutron Star,Member,150,01/01/2012
1199,Cranfield University,careers;jobs;skills;volunteer;mentor,,,masters,Cranfield SEDS (CranSEDS),0,male,Galaxy,Member,150,01/01/2012
1200,Durham University,careers;jobs;skills;volunteer,Earth Sciences,2017,undergrad,Durham SEDS,0,female,Milankovitch,Member,150,01/01/2012
1201,Imperial College London,,,,,Imperial College SEDS (ICSEDS),0,male,,branch,150,01/01/2014
1202,Imperial College London,,,,,Imperial College SEDS (ICSEDS),0,male,,branch,150,01/01/2014
1203,Imperial College London,,,,,Imperial College SEDS (ICSEDS),0,male,,branch,150,01/01/2014
1204,Imperial College London,,,,,Imperial College SEDS (ICSEDS),0,male,,branch,150,01/01/2014
1205,Imperial College London,,,,,Imperial College SEDS (ICSEDS),0,male,,branch,150,01/01/2014
1206,Imperial College London,,,,,Imperial College SEDS (ICSEDS),0,male,,branch,150,01/01/2014
1207,Imperial College London,,,,,Imperial College SEDS (ICSEDS),0,male,,branch,150,01/01/2014
1208,Imperial College London,,,,,Imperial College SEDS (ICSEDS),0,male,,branch,150,01/01/2014
1209,Imperial College London,,,,,Imperial College SEDS (ICSEDS),0,male,,branch,150,01/01/2014
1210,Imperial College London,,,,,Imperial College SEDS (ICSEDS),0,male,,branch,150,01/01/2014
1211,Imperial College London,,,,,Imperial College SEDS (ICSEDS),0,male,,branch,150,01/01/2014
1212,Imperial College London,,,,,Imperial College SEDS (ICSEDS),0,male,,branch,150,01/01/2014
1213,Imperial College London,,,,,Imperial College SEDS (ICSEDS),0,female,,branch,150,01/01/2014
1214,Imperial College London,,,,,Imperial College SEDS (ICSEDS),0,,,branch,150,01/01/2014
1215,Imperial College London,,,,,Imperial College SEDS (ICSEDS),0,male,,branch,150,01/01/2014
1216,Imperial College London,,,,,Imperial College SEDS (ICSEDS),0,male,,branch,150,01/01/2014
1217,Imperial College London,,,,,Imperial College SEDS (ICSEDS),0,male,,branch,150,01/01/2014
1218,Imperial College London,,,,,Imperial College SEDS (ICSEDS),0,,,branch,150,01/01/2014
1219,Imperial College London,,,,,Imperial College SEDS (ICSEDS),0,male,,branch,150,01/01/2014
1220,Imperial College London,,,,,Imperial College SEDS (ICSEDS),0,male,,branch,150,01/01/2014
1221,Imperial College London,,,,,Imperial College SEDS (ICSEDS),0,,,branch,150,01/01/2014
1222,Imperial College London,,,,,Imperial College SEDS (ICSEDS),0,male,,branch,150,01/01/2014
1223,Imperial College London,,,,,Imperial College SEDS (ICSEDS),0,female,,branch,150,01/01/2014
1224,Imperial College London,,,,,Imperial College SEDS (ICSEDS),0,male,,branch,150,01/01/2014
1225,Imperial College London,,,,,Imperial College SEDS (ICSEDS),0,female,,branch,150,01/01/2014
1226,Imperial College London,,,,,Imperial College SEDS (ICSEDS),0,female,,branch,150,01/01/2014
1227,Imperial College London,,,,,Imperial College SEDS (ICSEDS),0,male,,branch,150,01/01/2014
1228,Imperial College London,,,,,Imperial College SEDS (ICSEDS),0,male,,branch,150,01/01/2014
1229,Imperial College London,,,,,Imperial College SEDS (ICSEDS),0,male,,branch,150,01/01/2014
1230,Imperial College London,,,,,Imperial College SEDS (ICSEDS),0,female,,branch,150,01/01/2014
1231,Imperial College London,,,,,Imperial College SEDS (ICSEDS),0,female,,branch,150,01/01/2014
1232,Imperial College London,,,,,Imperial College SEDS (ICSEDS),0,female,,branch,150,01/01/2014
1233,Imperial College London,,,,,Imperial College SEDS (ICSEDS),0,male,,branch,150,01/01/2014
1234,Imperial College London,,,,,Imperial College SEDS (ICSEDS),0,,,branch,150,01/01/2014
1235,Imperial College London,,,,,Imperial College SEDS (ICSEDS),0,male,,branch,150,01/01/2014
1236,Imperial College London,,,,,Imperial College SEDS (ICSEDS),0,male,,branch,150,01/01/2014
1237,Imperial College London,,,,,Imperial College SEDS (ICSEDS),0,male,,branch,150,01/01/2014
1238,Imperial College London,,,,,Imperial College SEDS (ICSEDS),0,male,,branch,150,01/01/2014
1239,Imperial College London,,,,,Imperial College SEDS (ICSEDS),0,male,,branch,150,01/01/2014
1240,Imperial College London,,,,,Imperial College SEDS (ICSEDS),0,female,,branch,150,01/01/2014
1241,Imperial College London,,,,,Imperial College SEDS (ICSEDS),0,male,,branch,150,01/01/2014
1242,Imperial College London,,,,,Imperial College SEDS (ICSEDS),0,male,,branch,150,01/01/2014
1243,Imperial College London,,,,,Imperial College SEDS (ICSEDS),0,male,,branch,150,01/01/2014
1244,Imperial College London,,,,,Imperial College SEDS (ICSEDS),0,male,,branch,150,01/01/2014
1245,Imperial College London,,,,,Imperial College SEDS (ICSEDS),0,male,,branch,150,01/01/2014
1246,Imperial College London,,,,,Imperial College SEDS (ICSEDS),0,male,,branch,150,01/01/2014
1247,Imperial College London,,,,,Imperial College SEDS (ICSEDS),0,,,branch,150,01/01/2014
1248,Imperial College London,,,,,Imperial College SEDS (ICSEDS),0,male,,branch,150,01/01/2014
1249,Imperial College London,,,,,Imperial College SEDS (ICSEDS),0,male,,branch,150,01/01/2014
1250,Imperial College London,,,,,Imperial College SEDS (ICSEDS),0,male,,branch,150,01/01/2014
1251,Imperial College London,,,,,Imperial College SEDS (ICSEDS),0,male,,branch,150,01/01/2014
1252,Imperial College London,,,,,Imperial College SEDS (ICSEDS),0,female,,branch,150,01/01/2014
1253,Imperial College London,,,,,Imperial College SEDS (ICSEDS),0,male,,branch,150,01/01/2014
1254,Imperial College London,,,,,Imperial College SEDS (ICSEDS),0,male,,branch,150,01/01/2014
1255,Imperial College London,,,,,Imperial College SEDS (ICSEDS),0,male,,branch,150,01/01/2014
1256,Imperial College London,,,,,Imperial College SEDS (ICSEDS),0,male,,branch,150,01/01/2014
1257,Imperial College London,,,,,Imperial College SEDS (ICSEDS),0,male,,branch,150,01/01/2014
1258,Imperial College London,,,,,Imperial College SEDS (ICSEDS),0,male,,branch,150,01/01/2014
1259,Imperial College London,,,,,Imperial College SEDS (ICSEDS),0,male,,branch,150,01/01/2014
1260,Imperial College London,,,,,Imperial College SEDS (ICSEDS),0,male,,branch,150,01/01/2014
1261,Imperial College London,,,,,Imperial College SEDS (ICSEDS),0,female,,branch,150,01/01/2014
1262,Imperial College London,,,,,Imperial College SEDS (ICSEDS),0,female,,branch,150,01/01/2014
1263,Imperial College London,,,,,Imperial College SEDS (ICSEDS),0,male,,branch,150,01/01/2014
1264,Imperial College London,,,,,Imperial College SEDS (ICSEDS),0,female,,branch,150,01/01/2014
1265,Imperial College London,,,,,Imperial College SEDS (ICSEDS),0,male,,branch,150,01/01/2014
1266,Imperial College London,,,,,Imperial College SEDS (ICSEDS),0,,,branch,150,01/01/2014
1267,Imperial College London,,,,,Imperial College SEDS (ICSEDS),0,male,,branch,150,01/01/2014
1268,Imperial College London,,,,,Imperial College SEDS (ICSEDS),0,male,,branch,150,01/01/2014
1269,Imperial College London,,,,,Imperial College SEDS (ICSEDS),0,male,,branch,150,01/01/2014
1270,Imperial College London,,,,,Imperial College SEDS (ICSEDS),0,female,,branch,150,01/01/2014
1271,Imperial College London,,,,,Imperial College SEDS (ICSEDS),0,female,,branch,150,01/01/2014
1272,Imperial College London,,,,,Imperial College SEDS (ICSEDS),0,male,,branch,150,01/01/2014
1273,Imperial College London,,,,,Imperial College SEDS (ICSEDS),0,male,,branch,150,01/01/2014
1274,Imperial College London,,,,,Imperial College SEDS (ICSEDS),0,female,,branch,150,01/01/2014
1275,Imperial College London,,,,,Imperial College SEDS (ICSEDS),0,male,,branch,150,01/01/2014
1276,,,,,,,0,male,,student,150,01/01/2014
1277,Open University,,,,,,0,male,,student,150,01/01/2014
1278,Aberystwyth University,,,,,Aberystwyth PhySoc,0,male,,student,150,01/01/2014
1279,,,,,,,0,male,,student,150,01/01/2014
1280,,,,,,,0,,,student,150,01/01/2014
1281,,,,,,,0,female,,student,150,01/01/2014
1282,,,,,,,0,female,,student,150,01/01/2014
1283,,,,,,,0,male,,student,150,01/01/2014
1284,University College London,,,,,UCL MechEngSoc,0,female,,student,150,01/01/2014
1285,Open University,,,,,Open University SEDS (OUSEDS),0,female,,branch,150,01/01/2014
1286,University College London,,,,,UCL MechEngSoc,0,male,,branch,150,01/01/2014
1287,University of the West of England,,,,,UWE Space Exploration Society (UWE SES),0,male,,branch,150,01/01/2014
1288,Beechen Cliff School,,,,,,0,female,,branch,150,01/01/2014
1289,Cranfield University,,,,,Cranfield SEDS (CranSEDS),0,male,,branch,150,01/01/2014
1290,Imperial College London,,,,,Imperial College SEDS (ICSEDS),0,male,,branch,150,01/01/2014
1291,Imperial College London,,,,,Imperial College SEDS (ICSEDS),0,,,branch,150,01/01/2014
1292,Imperial College London,,,,,Imperial College SEDS (ICSEDS),0,male,,branch,150,01/01/2014
1293,Imperial College London,,,,,Imperial College SEDS (ICSEDS),0,male,,branch,150,01/01/2014
1294,Imperial College London,,,,,Imperial College SEDS (ICSEDS),0,male,,branch,150,01/01/2014
1295,Imperial College London,,,,,Imperial College SEDS (ICSEDS),0,,,branch,150,01/01/2014
1296,bal bharati public school GRH marg,,,,,,0,male,,branch,150,01/01/2014
1297,Kingston University,,,,,Kingston Aeronautical & Space Society,0,male,,branch,150,01/01/2014
1298,,,,,,,0,male,,non-student,150,09/01/2014
1299,University of Surrey,careers;jobs;skills;volunteer;mentor,Electronic Engineering,2018,undergrad,Surrey EARS,0,male,UKSEDS,Member,150,13/01/2014
1300,University of Leicester,,,,,Leicester AstRoSoc,0,male,,branch,150,16/01/2014
1301,University of Leicester,,,,,Leicester AstRoSoc,0,female,,branch,150,16/01/2014
1302,University of Leicester,,,,,Leicester AstRoSoc,0,female,,branch,150,16/01/2014
1303,University of Leicester,,,,,Leicester AstRoSoc,0,,,branch,150,16/01/2014
1304,University of Leicester,,,,,Leicester AstRoSoc,0,female,,branch,150,16/01/2014
1305,University of Leicester,,,,,Leicester AstRoSoc,0,male,,branch,150,16/01/2014
1306,University of Leicester,,,,,Leicester AstRoSoc,0,female,,branch,150,16/01/2014
1307,University of Leicester,,,,,Leicester AstRoSoc,0,female,,branch,150,16/01/2014
1308,University of Leicester,,,,,Leicester AstRoSoc,0,male,,branch,150,16/01/2014
1309,University of Leicester,,,,,Leicester AstRoSoc,0,male,,branch,150,16/01/2014
1310,University of Leicester,,,,,Leicester AstRoSoc,0,female,,branch,150,16/01/2014
1311,University of Leicester,,,,,Leicester AstRoSoc,0,female,,branch,150,16/01/2014
1312,University of Leicester,,,,,Leicester AstRoSoc,0,female,,branch,150,16/01/2014
1313,University of Leicester,,,,,Leicester AstRoSoc,0,,,branch,150,16/01/2014
1314,University of Leicester,,,,,Leicester AstRoSoc,0,male,,branch,150,16/01/2014
1315,University of Leicester,,,,,Leicester AstRoSoc,0,male,,branch,150,16/01/2014
1316,University of Leicester,,,,,Leicester AstRoSoc,0,male,,branch,150,16/01/2014
1317,University of Leicester,,,,,Leicester AstRoSoc,0,male,,branch,150,16/01/2014
1318,University of Leicester,,,,,Leicester AstRoSoc,0,female,,branch,150,16/01/2014
1319,University of Leicester,,,,,Leicester AstRoSoc,0,female,,branch,150,16/01/2014
1320,University of Leicester,,,,,Leicester AstRoSoc,0,male,,branch,150,16/01/2014
1321,University of Leicester,,,,,Leicester AstRoSoc,0,male,,branch,150,16/01/2014
1322,University of Leicester,,,,,Leicester AstRoSoc,0,male,,branch,150,16/01/2014
1323,University of Leicester,,,,,Leicester AstRoSoc,0,male,,branch,150,16/01/2014
1324,University of Leicester,,,,,Leicester AstRoSoc,0,male,,branch,150,16/01/2014
1325,University of Leicester,,,,,Leicester AstRoSoc,0,female,,branch,150,16/01/2014
1326,University of Leicester,,,,,Leicester AstRoSoc,0,female,,branch,150,16/01/2014
1327,University of Leicester,,,,,Leicester AstRoSoc,0,female,,branch,150,16/01/2014
1328,University of Leicester,,,,,Leicester AstRoSoc,0,male,,branch,150,16/01/2014
1329,University of Leicester,,,,,Leicester AstRoSoc,0,male,,branch,150,16/01/2014
1330,University of Leicester,,,,,Leicester AstRoSoc,0,female,,branch,150,16/01/2014
1331,University of Leicester,,,,,Leicester AstRoSoc,0,male,,branch,150,16/01/2014
1332,University of Leicester,,,,,Leicester AstRoSoc,0,male,,branch,150,16/01/2014
1333,University of Leicester,,,,,Leicester AstRoSoc,0,male,,branch,150,16/01/2014
1334,University of Leicester,,,,,Leicester AstRoSoc,0,female,,branch,150,16/01/2014
1335,University of Leicester,,,,,Leicester AstRoSoc,0,female,,branch,150,16/01/2014
1336,University of Leicester,,,,,Leicester AstRoSoc,0,,,branch,150,16/01/2014
1337,University of Leicester,,,,,Leicester AstRoSoc,0,male,,branch,150,16/01/2014
